10,0,2,1,4,2.81086,0.120564,18.1461,0.106964,0.549817,0.159001,63.3134,0.1232,36.6025,0.108186
10,0,2,1,5,1.65675,5.92916,37.3899,14.4944,2.10649,4.3855,33.3509,11.6192,79.0986,5.52954
10,0,2,1,35,1.0222,5.53978,36.2522,9.58698,1.54886,3.7485,32.2094,9.19573,78.9281,5.50962
10,0,2,1,36,4.49599,5.37614,42.5079,14.0276,6.11772,8.44583,70.8215,13.7972,71.1115,9.92963
10,0,2,1,37,-1.29871,0.758835,20.5747,4.68841,-0.135107,1.45151,63.3527,3.75712,71.4206,3.30104
10,0,2,1,38,1.51611,3.56338,22.2454,4.43416,0.79085,2.81694,67.6191,3.8812,58.5942,5.05258
10,0,2,1,39,1.01899,1.78865,32.311,11.5602,2.16786,3.34199,66.6802,4.73903,42.7908,15.3686
10,0,2,2,-1,0.874908,1.96609,36.6281,4.91306,-0.649704,2.47796,324.826,0.741267,64.9905,3.5713
10,0,2,2,0,1.49937,5.84534,52.7498,8.61825,2.2465,8.13434,325.343,2.58467,67.7272,10.1314
10,0,2,2,1,2.45198,1.44905,15.2152,3.68038,3.50355,1.91721,65.8483,2.08695,80.2829,3.45516
10,0,2,2,2,-1.24315,0.770196,8.493,2.62556,-1.68046,0.223407,63.2387,1.97146,335.087,0.681267
10,0,2,2,3,0.188188,1.63755,13.9793,1.00556,-1.06484,0.278119,63.5796,0.901421,76.5372,2.52049
10,0,2,2,4,0.586974,1.97843,11.545,1.6381,0.724005,1.50952,65.6413,2.31962,36.655,1.93318
10,0,2,2,5,4.74087,9.28169,23.9717,25.1493,2.94269,6.06125,39.5985,21.4048,85.5346,15.4867
10,0,2,2,35,2.44066,3.90191,16.9313,7.53624,1.14037,2.08208,34.2957,2.48668,81.9285,2.18497
10,0,2,2,36,2.19207,2.37774,15.4611,8.33016,1.31138,1.98147,65.8975,2.14786,77.7881,6.09017
10,0,2,2,37,0.0490486,6.97679,7.78063,21.2401,0.112129,6.0294,66.9657,13.3007,77.4219,10.0422
10,0,2,2,38,0.480247,1.32099,16.3395,3.93141,3.67507,1.75765,66.3816,2.03766,40.5594,3.31077
10,0,2,2,39,1.19678,1.33229,16.354,1.75689,0.977281,1.24608,63.6969,4.52921,38.7436,4.12032
10,0,2,3,-1,4.66415,10.1322,60.3688,26.9752,6.77521,14.7999,327.586,7.96309,74.12,21.9196
10,0,2,3,0,1.23177,2.06263,12.7463,2.58946,-1.11195,0.872133,324.678,0.281561,65.544,5.46707
10,0,2,3,1,68.9763,330.794,216.354,974.548,83.9331,398.921,353.032,1384.12,280.133,1199.46
10,0,2,3,2,-0.654274,1.89333,8.93595,12.5485,-0.885963,1.77707,66.0271,6.7789,324.896,0.982878
10,0,2,3,3,0.277363,5.80298,34.1932,34.1618,0.70439,10.6275,70.5104,20.0031,42.7298,30.5399
10,0,2,3,4,-0.615152,5.38934,11.8065,24.2927,0.6492,4.00989,66.8046,6.86957,32.5589,11.3167
10,0,2,3,5,-0.0944217,1.69179,11.8196,3.99147,0.800017,2.07439,33.317,2.14945,32.8789,5.98986
10,0,2,3,35,-0.074099,1.17154,10.9307,1.65054,1.26836,1.80791,33.4623,1.29065,32.516,2.93439
10,0,2,3,36,0.665393,3.43382,14.8102,9.3115,0.568592,3.47153,64.895,6.52995,32.1363,6.24584
10,0,2,3,37,5.83874,22.8911,38.4892,112.632,6.65602,27.479,87.6277,102.188,60.91,136.173
10,0,2,3,38,51.4132,244.083,220.126,973.865,49.7725,244.394,267.638,963.868,245.403,968.528
10,0,2,3,39,0.311067,1.46113,19.1884,11.5665,-1.56784,0.449862,68.2005,8.02054,35.001,5.27164
10,0,2,4,-1,2.1702,3.97494,19.3855,19.675,1.0104,7.05068,325.444,2.39501,67.5841,7.84235
10,0,2,4,0,1.38723,11.4508,15.8738,59.1655,-2.91548,4.21468e-08,2991.03,nan,72.9187,39.8801
10,0,2,4,1,1.61232,5.0445,12.3475,12.4471,1.44986,5.15148,330.789,0.496425,35.3631,8.6863
10,0,2,4,2,-0.873644,0.740039,6.56743,0.634626,0.594154,1.72855,330.387,0.275009,324.621,0.231894
10,0,2,4,3,0.2733,0.656302,12.202,5.25249,2.32679,3.10823,330.121,0.269091,32.1667,2.1688
10,0,2,4,4,1.53879,4.16958,13.9876,22.4372,0.607311,5.39856,331.332,3.62484,35.7246,14.8448
10,0,2,4,5,-0.33355,3.89778,11.8239,13.6808,-0.12981,3.6429,325.202,1.22093,33.9622,7.86751
10,0,2,4,35,0.499827,4.49086,12.6329,15.7453,1.51074,5.1846,325.417,1.63848,34.8698,11.4053
10,0,2,4,36,3.65164,4.29147,20.8731,12.0928,3.63087,4.09717,331.35,2.54524,36.232,7.37897
10,0,2,4,37,-1.27619,0.629541,10.3573,29.7246,-2.0018,0.302206,331.405,5.27902,33.1504,11.0367
10,0,2,4,38,73.0546,331.109,227.198,976.418,90.6008,399.45,618.533,1329.75,258.855,969.192
10,0,2,4,39,-0.0514655,6.00067,12.9282,11.8783,-1.22233,1.07913,330.645,0.497101,34.6767,12.901
10,0,2,5,-1,-0.622636,1.71813,4.22652,6.80534,-2.91548,4.21468e-08,2991.03,nan,65.6064,4.38809
10,0,2,5,0,-0.849956,1.07118,11.6215,1.33308,-0.949516,0.671352,324.553,0.215495,65.0309,2.36695
10,0,2,5,1,-0.0672873,2.88631,14.6701,7.98594,1.24167,2.66663,324.86,0.485843,32.9236,5.02236
10,0,2,5,2,1.14553,3.84079,12.8935,14.5566,1.29015,6.03961,325.066,1.99305,325.14,2.12876
10,0,2,5,3,0.835131,1.2989,10.6851,3.15394,-0.831482,0.876817,324.678,0.25717,32.3484,4.04435
10,0,2,5,4,1.06906,5.37681,5.10043,10.9315,-1.34369,0.654862,324.642,0.683402,31.8142,6.63383
10,0,2,5,5,-0.262898,0.565793,16.1713,39.7257,0.27814,0.680376,328.886,21.0457,43.0819,62.8469
10,0,2,5,35,-0.349281,0.564801,8.58948,2.35223,0.385646,0.419645,324.555,0.20061,30.7315,2.4329
10,0,2,5,36,1.45114,7.26276,12.267,15.0746,1.13876,5.71985,324.941,1.41641,33.9557,9.69843
10,0,2,5,37,-0.0977326,2.14275,9.29397,6.39218,-1.66949,0.858027,324.638,0.510036,32.4955,7.43531
10,0,2,5,38,2.5288,5.07311,20.1298,16.3159,3.01563,3.29181,325.552,1.21357,46.1757,9.79507
10,0,2,5,39,3.84985,2.9419,18.5304,6.27303,3.92513,2.57345,325.435,0.55294,36.7415,9.44527
10,0,3,0,-1,0.52548,2.99798,31.5508,5.14413,2.92618,2.73036,324.853,0.546326,324.775,0.449154
10,0,3,0,0,-0.824285,0.385401,13.6632,1.60497,-1.18337,0.315763,324.534,0.104641,330.289,0.377335
10,0,3,0,1,-1.55454,3.05024,10.9119,13.6773,-0.696505,2.83242,65.0619,7.0666,330.707,1.49955
10,0,3,0,2,2.19797,3.66702,32.8109,5.29435,1.51285,3.79934,65.9993,4.23023,330.708,0.977807
10,0,3,0,3,-0.727892,2.35812,64.6783,1.90498,-0.727892,2.35812,64.6783,1.90498,2991.05,0.0556637
10,0,3,0,4,2.06402,3.44392,25.5216,4.49499,2.31046,3.3144,66.8219,5.12685,330.805,0.770693
10,0,3,0,5,0.661711,2.42667,28.5752,4.31103,-1.52539,0.891812,34.067,5.92552,330.115,1.01742
10,0,3,0,35,0.114241,1.58726,27.8891,6.04082,-1.53049,0.379222,32.9558,6.97346,330.042,0.591986
10,0,3,0,36,-0.509968,0.531109,13.0891,8.76915,-0.371759,0.527214,68.4369,19.679,330.633,2.18253
10,0,3,0,37,-0.56728,0.403775,8.71359,2.37581,0.362441,1.01028,64.3618,1.09421,330.295,0.0682293
10,0,3,0,38,1.43354,5.17133,34.1256,76.5957,0.411306,1.80935,82.1466,81.4644,343.494,90.1619
10,0,3,0,39,2.3899,3.99477,17.3096,5.68755,0.64119,2.77995,65.6929,4.1262,330.416,0.215395
10,0,3,1,-1,-0.878893,0.53552,14.0374,2.21192,-1.28611,0.402761,324.556,0.146569,330.355,0.526251
10,0,3,1,0,-0.00162854,0.517966,33.3996,1.27677,-1.21988,0.834518,324.672,0.092164,64.5974,1.84561
10,0,3,1,1,2.44438,4.30769,22.7555,8.10309,0.308138,2.25886,64.7732,6.47953,72.1706,5.6928
10,0,3,1,2,0.498385,1.04087,17.1345,4.87901,2.46591,2.68719,59.9174,4.11292,69.1314,3.21804
10,0,3,1,3,3.13872,4.62847,33.562,26.6657,2.95908,4.82189,69.6731,22.6643,336.618,7.73441
10,0,3,1,4,6.99832,25.8993,44.8975,80.9349,7.71475,34.618,82.5297,84.8031,82.3484,93.6051
10,0,3,1,5,3.62013,6.39631,32.2525,15.7335,3.14316,5.02937,36.6037,12.6965,81.0366,8.23839
10,0,3,1,35,0.935362,4.76237,23.3756,8.40717,0.832151,2.22872,29.6299,5.71189,77.505,2.73643
10,0,3,1,36,3.50443,5.86902,27.9651,19.5259,5.08729,9.7374,69.6203,14.9057,74.2097,12.8031
10,0,3,1,37,-0.593023,2.59103,19.8719,1.96544,-0.0752395,1.27579,62.5472,1.56836,58.6349,1.85161
10,0,3,1,38,0.683364,2.6157,26.3354,4.17333,0.449497,2.64228,67.1438,3.71301,72.699,4.6648
10,0,3,1,39,-0.604713,3.02833,27.2626,6.20923,2.01671,2.86845,68.3787,10.0098,74.5239,9.81091
10,0,3,2,-1,-0.110433,0.456554,33.4487,1.25455,-1.22527,0.779246,324.666,0.090607,64.4989,1.6963
10,0,3,2,0,1.07645,7.68427,49.1316,11.8537,2.25061,8.11814,325.341,2.58196,68.3114,10.9423
10,0,3,2,1,2.34502,1.88659,16.8941,4.56018,3.92703,2.19014,67.6431,5.31282,79.8116,2.63639
10,0,3,2,2,-1.50353,0.774003,14.2477,2.08567,-1.72331,0.184886,63.4963,1.96573,77.3069,4.12942
10,0,3,2,3,-0.664552,1.95588,13.8638,0.508735,-1.12308,0.220047,63.8709,0.857125,334.902,0.577313
10,0,3,2,4,2.01173,2.3213,17.6571,4.30787,0.4788,1.61476,66.1135,4.08447,76.8616,1.91708
10,0,3,2,5,2.17136,3.79676,15.6758,13.4898,1.94527,2.08466,37.3514,10.4178,83.7754,9.17951
10,0,3,2,35,3.37587,10.0002,19.9355,33.4026,3.69236,8.35788,43.0227,29.8555,86.4797,14.7776
10,0,3,2,36,0.793223,2.5035,16.2494,4.45036,0.330877,2.31447,66.5817,4.38573,77.1699,6.45275
10,0,3,2,37,12.9195,65.6692,62.6982,213.47,8.06439,44.4559,110.776,211.665,80.1192,182.683
10,0,3,2,38,2.4364,5.41392,15.2275,6.23481,2.25333,2.52697,67.6634,3.56171,77.4493,2.24382
10,0,3,2,39,1.87001,3.20718,24.2481,7.51808,1.78042,3.06607,65.4215,5.71051,77.9442,4.69352
10,0,3,3,-1,-0.592281,5.64318,47.1124,10.2634,0.855572,6.95173,324.957,2.32684,67.2308,10.5525
10,0,3,3,0,0.37745,3.31422,12.2618,5.46195,-1.27815,0.761995,324.722,0.538797,65.0121,3.69579
10,0,3,3,1,-0.902495,1.10046,7.42973,6.02983,0.797273,0.97773,64.4996,1.38741,31.3558,2.72208
10,0,3,3,2,-0.389247,3.53502,13.8471,9.31903,-0.903818,1.7981,65.8527,6.76932,32.4246,7.91364
10,0,3,3,3,-0.69596,4.38337,10.1678,11.1397,-0.772998,4.80211,66.4724,6.38463,324.769,1.36468
10,0,3,3,4,1.86166,8.47675,24.5604,24.2098,2.06438,6.57952,69.3078,13.4866,37.5094,16.4198
10,0,3,3,5,4.44593,8.80724,19.8849,22.8653,2.83423,6.82743,36.8394,15.6202,37.7527,20.8817
10,0,3,3,35,0.701237,3.10424,15.6045,3.3223,-0.0372154,2.24267,32.888,1.70208,34.5363,7.16686
10,0,3,3,36,1.84602,4.8425,14.5223,10.4078,1.985,4.40695,66.6302,8.22847,34.4489,7.33671
10,0,3,3,37,-1.16697,2.24008,18.9871,10.6753,0.64144,2.73187,64.3226,8.30048,41.8849,10.188
10,0,3,3,38,0.0385359,3.09979,15.7326,12.045,-0.672426,1.51725,66.3015,3.91712,33.0202,5.80891
10,0,3,3,39,-0.297085,2.43531,18.2519,16.6538,-0.0855762,4.92502,67.1449,7.88022,35.1042,13.2701
10,0,3,4,-1,2.25758,5.54036,16.1546,13.9177,0.0939958,5.10685,325.106,1.764,66.9106,6.7767
10,0,3,4,0,-1.73454,0.327294,5.55756,1.36477,-2.91548,4.21468e-08,2991.03,nan,64.8714,2.79886
10,0,3,4,1,-0.0140674,3.87782,9.84847,11.9942,0.454321,4.80218,330.597,0.528137,33.9705,8.04264
10,0,3,4,2,-0.0265391,0.279451,7.73215,3.69521,1.25029,1.04883,330.272,0.174608,30.8836,0.350857
10,0,3,4,3,-1.11632,0.981013,11.0578,5.89866,2.28526,3.13006,330.362,1.21501,325.02,1.34758
10,0,3,4,4,0.956955,5.27466,10.5803,9.44979,-1.2669,0.808625,330.41,0.48576,33.5659,4.78828
10,0,3,4,5,-0.0925011,3.55656,9.23056,12.6309,-0.161508,2.25298,325.156,1.10182,35.6858,8.35862
10,0,3,4,35,0.709027,7.1698,12.0887,20.9674,2.78297,7.53926,326.177,4.53325,38.474,17.1794
10,0,3,4,36,2.27328,2.37566,13.7047,11.9474,2.54952,3.80135,330.881,0.961476,35.6145,5.90016
10,0,3,4,37,-1.39683,0.392156,7.99347,4.41004,-1.96216,0.282468,330.266,0.496772,39.692,2.7778
10,0,3,4,38,0.299452,1.47213,4.85025,2.14946,-1.10095,0.934908,330.267,0.0477578,29.5575,2.75381
10,0,3,4,39,0.634653,2.94466,9.28762,11.425,-1.19612,1.06522,330.595,0.470735,33.4537,11.809
10,0,3,5,-1,-1.80137,0.273043,6.89688,6.13364,-2.91548,4.21468e-08,2991.03,nan,63.6554,3.02774
10,0,3,5,0,-1.02925,0.689542,8.10999,1.50339,-0.940329,0.605486,324.506,0.0458431,63.6867,0.268874
10,0,3,5,1,0.186711,2.44823,9.23981,8.19426,1.16864,2.40283,324.849,0.454192,32.2379,5.35466
10,0,3,5,2,0.916166,4.71283,15.5096,10.4511,0.272636,1.58731,324.781,0.685538,32.609,5.64859
10,0,3,5,3,1.19285,0.931078,9.93057,3.4623,-0.846543,0.77589,324.627,0.133611,324.616,0.261957
10,0,3,5,4,0.978218,5.04635,7.00967,12.2319,-1.28881,0.560977,324.634,0.684708,32.211,3.88053
10,0,3,5,5,1.21392,0.289701,6.11325,0.860823,0.427564,0.306283,324.527,0.145455,30.8708,0.220647
10,0,3,5,35,1.21866,0.280468,6.1254,0.82013,0.384193,0.306053,324.528,0.144732,30.8281,0.210853
10,0,3,5,36,2.19882,12.2161,19.7971,41.8616,1.69504,10.5517,327.141,9.03285,42.2758,36.5403
10,0,3,5,37,1.10381,2.40694,12.4932,5.75489,-1.46693,0.753904,324.666,0.502652,41.3767,3.23438
10,0,3,5,38,0.837988,1.69817,11.7053,1.43392,3.03091,3.39145,325.044,0.307832,32.305,1.86281
10,0,3,5,39,70.2832,330.529,218.77,974.029,86.295,398.432,602.99,1332,237.694,970.077
10,0,4,0,-1,0.396473,3.37315,58.8336,5.25461,2.13754,2.76115,324.847,0.539323,324.853,0.594453
10,0,4,0,0,3.41811,10.3875,29.5096,38.2069,2.34965,10.4359,327.721,12.7117,333.615,14.351
10,0,4,0,1,-0.229762,4.65891,17.7939,18.5639,-0.617945,2.82559,66.9566,11.7493,330.5,1.38229
10,0,4,0,2,0.954154,5.38062,25.2828,17.7369,0.606528,3.91735,68.5928,4.89516,331.193,2.34218
10,0,4,0,3,-0.700966,1.22252,20.2491,4.13116,-0.861836,0.676643,64.466,0.961798,330.328,0.861572
10,0,4,0,4,2.45043,3.12302,67.806,6.87336,2.45043,3.12302,67.806,6.87336,2991.09,0.0458456
10,0,4,0,5,-0.758178,1.91519,13.5973,7.57312,-1.28012,1.16201,32.806,3.64094,330.312,0.136718
10,0,4,0,35,-0.222292,2.36204,16.041,11.1092,-1.14696,1.38521,34.2014,7.62775,330.647,1.46953
10,0,4,0,36,-0.640563,0.239603,14.8228,0.42667,-0.312103,0.19159,64.2046,0.168384,330.199,0.039589
10,0,4,0,37,-1.33995,0.636109,27.1132,1.59761,0.565191,0.938002,64.1658,1.15552,330.307,0.0739783
10,0,4,0,38,1.85214,6.16372,22.6352,24.0196,0.386319,1.26016,66.9449,10.0242,331.067,4.25532
10,0,4,0,39,3.46543,4.23043,17.6773,6.04363,0.488342,2.05293,66.4893,3.89856,324.962,0.424229
10,0,4,1,-1,0.950506,2.07774,19.7948,7.53059,-0.270156,3.95888,324.782,1.29165,330.386,1.07578
10,0,4,1,0,71.7995,330.218,229.452,971.835,82.6784,399.189,602.602,1332.08,266.975,963.969
10,0,4,1,1,106.091,336.485,430.175,1344.8,168.272,551.428,645.504,1913.29,473.726,1331.58
10,0,4,1,2,0.1206,1.51458,42.5908,1.39504,2.07608,2.92666,61.6991,4.01294,66.0578,2.72841
10,0,4,1,3,0.0589068,2.44184,21.5615,4.9093,1.57285,4.24224,64.9114,3.19663,40.5921,6.07434
10,0,4,1,4,2.69868,1.50437,30.1257,2.81567,0.538215,0.136567,64.268,3.28367,334.555,0.0297804
10,0,4,1,5,70.3237,330.522,268.908,963.579,84.9676,398.715,323.285,1390.35,279.12,961.446
10,0,4,1,35,1.91474,5.60027,69.5885,9.93858,1.73095,4.55268,32.0253,11.2541,79.3972,6.48704
10,0,4,1,36,2.20494,8.64026,21.2978,20.9948,3.07683,8.01839,66.935,12.4849,61.8501,10.0246
10,0,4,1,37,-0.514435,0.329413,27.2159,2.07033,0.284265,1.4879,62.2375,1.9105,74.8076,1.74815
10,0,4,1,38,1.12339,2.64816,20.11,4.71933,1.68131,2.59325,65.6844,1.92993,37.2758,2.4382
10,0,4,1,39,5.20068,1.97215,31.7997,6.62241,2.19753,2.68812,66.3332,2.6086,72.6109,2.93713
10,0,4,2,-1,2.70941,3.16107,24.8914,0.202069,-1.01241,0.809134,324.689,0.0907477,66.0369,0.296891
10,0,4,2,0,0.626985,5.75838,53.2833,8.11709,2.21978,8.15082,325.345,2.59105,67.4385,11.3647
10,0,4,2,1,6.66533,25.5769,35.7762,81.6775,9.52205,28.2903,84.0773,80.137,93.3364,64.4119
10,0,4,2,2,-1.90085,0.278424,14.9407,11.9394,-1.80074,0.296725,66.6953,11.8405,78.8529,4.13129
10,0,4,2,3,3.74757,0.219608,9.4974,1.10858,-1.1911,0.168327,64.0265,0.795109,36.8648,0.351329
10,0,4,2,4,6.8687,14.0961,29.7143,48.7308,4.89656,13.6459,78.3703,43.2585,340.037,15.6247
10,0,4,2,5,2.3615,6.98989,21.4776,23.7385,2.23395,6.27202,38.3244,21.6818,86.1157,19.922
10,0,4,2,35,2.88498,3.74403,21.5088,9.17221,1.97229,2.10041,34.7686,2.89149,85.2205,5.88586
10,0,4,2,36,1.05597,1.16763,17.1391,1.62712,1.67489,1.72128,65.9028,2.16956,40.6107,0.894792
10,0,4,2,37,-0.807492,0.669743,13.9044,10.8281,-1.00127,0.6142,64.4965,3.4832,80.5226,2.34071
10,0,4,2,38,2.96881,2.23805,18.4638,5.65375,2.88916,1.59985,66.6684,1.83622,37.8137,1.98659
10,0,4,2,39,-1.04592,0.952935,16.9386,5.3176,1.68672,3.09687,65.6306,5.67062,77.3769,3.98218
10,0,4,3,-1,1.38645,6.06826,54.1425,8.16426,3.65854,8.92881,325.724,2.7589,69.3111,12.45
10,0,4,3,0,1.78253,3.17377,14.6114,8.78854,0.294694,5.07837,325.038,1.70484,67.6921,8.01187
10,0,4,3,1,-1.17507,0.296355,2.63603,0.0810179,0.586617,0.216166,64.7271,0.181865,29.5436,0.178875
10,0,4,3,2,-1.85919,0.252959,6.06692,1.19427,-1.21365,0.302013,64.322,3.12455,29.2673,0.750539
10,0,4,3,3,-1.56648,0.304984,15.9133,6.12315,-1.89055,0.294545,64.1855,2.45494,31.4943,2.84319
10,0,4,3,4,-0.585691,5.22227,10.2204,17.757,0.910059,4.86268,67.4335,12.303,324.945,2.25184
10,0,4,3,5,0.846752,2.07356,21.6386,4.12232,0.767087,2.06763,33.1617,1.72559,33.7401,2.66482
10,0,4,3,35,1.12157,1.98271,24.6774,16.2202,1.09967,1.92582,37.4815,19.6337,37.9846,18.6247
10,0,4,3,36,0.265606,2.33538,23.4876,22.3019,1.07952,3.79351,66.6826,7.97823,44.5328,13.1139
10,0,4,3,37,-0.154788,4.27092,16.9622,9.81031,1.2298,2.63974,66.6715,6.92377,34.2518,7.95406
10,0,4,3,38,-0.531601,3.36265,10.6469,17.6049,-1.28346,0.991172,65.8937,7.98196,33.7423,17.224
10,0,4,3,39,0.144588,3.24255,16.5261,11.626,-1.19753,0.980995,67.2189,6.9542,35.565,9.51087
10,0,4,4,-1,0.486166,3.43695,15.8309,11.5753,-0.296624,5.16665,325.086,1.76592,67.9918,9.37487
10,0,4,4,0,-0.611861,5.94838,7.75231,22.0245,-2.91548,4.21468e-08,2991.03,nan,66.7662,11.199
10,0,4,4,1,4.21114,13.5213,24.8985,56.0699,3.17662,9.81801,333.005,10.8,44.8911,41.4931
10,0,4,4,2,-0.795818,1.29433,9.24652,1.93771,0.159683,1.88027,330.436,0.303091,30.3857,2.58262
10,0,4,4,3,0.411861,0.396026,7.17834,3.45255,1.04368,1.53685,330.223,0.136349,30.4527,1.32517
10,0,4,4,4,0.891509,5.87464,18.2605,23.9459,0.584389,5.33761,331.338,3.62165,325.491,2.16296
10,0,4,4,5,0.708325,5.74933,12.563,13.0944,0.907747,5.17054,325.142,1.49526,32.4807,10.8481
10,0,4,4,35,6.07205,8.19299,25.5555,23.9612,4.41181,8.61903,326.934,4.57883,41.6397,17.2977
10,0,4,4,36,3.34683,3.96868,15.9979,3.12833,3.65234,3.07644,330.683,0.177958,41.8053,2.24402
10,0,4,4,37,2.0128,16.2804,16.5195,48.0825,1.3931,16.0843,334.731,21.2042,41.9729,49.8566
10,0,4,4,38,-0.725349,0.269302,2.78037,0.894651,-0.572081,0.636237,330.26,0.0540832,29.4531,1.16291
10,0,4,4,39,0.0750483,2.03923,10.2394,4.54165,-1.36075,0.806353,330.472,0.453185,30.9685,0.884961
10,0,4,5,-1,-1.269,1.30237,5.94673,6.63063,-2.91548,4.21468e-08,2991.03,nan,64.0318,1.42699
10,0,4,5,0,-1.23418,0.742262,7.10601,1.95649,-1.18152,0.618835,324.502,0.0485163,64.9348,2.44145
10,0,4,5,1,3.23515,3.78905,19.3745,9.31562,2.3657,2.78923,325.177,0.54239,36.4704,4.63874
10,0,4,5,2,3.43595,6.63385,14.2483,18.3177,2.05137,7.71957,325.259,2.35034,35.75,14.0484
10,0,4,5,3,-0.797376,0.560405,14.8582,8.01141,-0.933894,0.9734,324.739,0.335522,32.6305,3.55778
10,0,4,5,4,-0.855875,0.796208,10.8177,2.04768,-1.33871,0.506591,324.578,0.423501,324.568,0.235698
10,0,4,5,5,-1.20234,0.951077,9.16647,2.95958,0.451213,0.473153,324.584,0.241992,31.7388,2.72692
10,0,4,5,35,-0.293385,6.24094,12.9986,23.7034,1.23789,4.57797,325.746,6.00136,34.6558,19.1379
10,0,4,5,36,2.60977,13.7281,18.4364,32.7337,1.68346,10.557,326.48,8.57872,47.2431,29.8444
10,0,4,5,37,1.98023,2.36666,13.4064,2.78675,-1.32407,0.685665,324.573,0.0872316,29.6791,0.934836
10,0,4,5,38,1.48269,2.1917,11.191,6.21129,3.60567,3.1888,325.225,0.571908,33.9216,2.65102
10,0,4,5,39,3.16076,2.64426,21.8451,22.6692,2.57824,2.14925,325.631,2.1504,38.4992,12.3589
10,0,5,0,-1,2.49923,5.40197,35.4371,6.74288,2.88349,3.20891,325.035,1.17184,325.151,1.39936
10,0,5,0,0,-0.433245,0.295779,3.72813,0.275251,-1.13205,0.174614,324.513,0.00584493,324.45,0.00435836
10,0,5,0,1,-2.04213,0.323712,6.91494,1.92012,-1.63113,0.828142,64.3616,2.26514,330.231,0.117572
10,0,5,0,2,1.38076,3.24114,17.554,23.1242,0.65435,3.37473,66.1362,4.38506,331.134,2.58033
10,0,5,0,3,-1.23999,0.577071,8.33319,3.68435,-0.667365,2.31241,64.7593,1.83935,330.276,0.459724
10,0,5,0,4,1.69697,3.18578,26.8418,13.5629,3.01491,4.82871,69.61,8.25991,331.296,1.93484
10,0,5,0,5,-1.10493,1.37738,34.3692,7.86778,-1.10493,1.37738,34.3692,7.86778,2991.04,0.0144227
10,0,5,0,35,-1.38716,0.865545,32.7952,5.14271,-1.38716,0.865545,32.7952,5.14271,2991.03,0.00921833
10,0,5,0,36,-0.732362,0.188559,12.5297,0.26067,-0.285811,0.132024,64.288,0.13112,330.146,0.0384417
10,0,5,0,37,-1.93676,0.376713,8.57722,2.37712,0.306458,0.985867,64.4202,1.12436,330.054,0.376682
10,0,5,0,38,-1.37472,0.286981,14.4254,2.01058,0.265164,1.2271,64.578,1.26033,330.364,0.247242
10,0,5,0,39,-0.761555,0.931178,37.7183,4.64791,0.186074,2.84865,63.721,3.66689,330.047,0.955794
10,0,5,1,-1,-0.664224,0.679037,4.39455,2.41149,-1.24793,0.446503,324.556,0.146086,324.619,0.555138
10,0,5,1,0,70.7509,330.456,350.113,947.522,88.5701,399.097,613.617,1330.86,250.618,970.399
10,0,5,1,1,4.1447,5.04448,34.3581,15.8085,1.62533,3.89371,66.8205,10.9719,70.1799,8.94996
10,0,5,1,2,2.6221,10.5455,52.9507,66.1104,2.14387,3.1303,73.0529,47.9571,76.2011,39.9895
10,0,5,1,3,1.94239,3.3695,21.6168,4.97637,2.93991,4.33578,66.0798,1.93514,68.0146,2.10456
10,0,5,1,4,1.11243,1.31887,28.2459,5.39394,0.54467,0.114769,64.7997,3.8923,66.6497,5.35976
10,0,5,1,5,0.00858532,1.86005,31.0455,8.90897,0.99664,3.0246,30.0495,7.95071,324.974,1.79554
10,0,5,1,35,0.664016,5.17314,35.293,14.4703,1.59398,4.10244,33.3342,12.7211,325.854,2.9738
10,0,5,1,36,1.51521,4.4174,58.0283,8.47619,0.467664,4.66381,63.003,8.37115,66.5168,3.58616
10,0,5,1,37,1.78614,1.60335,34.1173,3.26527,0.49089,1.68518,61.7429,2.08553,65.2747,2.97356
10,0,5,1,38,1.76588,4.43079,22.0253,2.90118,1.32535,2.55808,65.3173,0.741589,64.9884,2.99462
10,0,5,1,39,2.77758,3.25112,32.5083,6.68943,3.16493,4.05375,67.3778,4.1941,67.823,6.66958
10,0,5,2,-1,69.1244,330.762,340.618,948.616,82.2721,399.274,602.558,1332.09,282.678,1198.93
10,0,5,2,0,5.01894,10.4973,64.6461,27.6955,5.3601,13.7074,327.105,7.78432,41.5503,26.2331
10,0,5,2,1,2.29191,1.76876,17.4052,2.45588,4.05473,1.83517,66.3808,1.76547,76.7635,1.6573
10,0,5,2,2,-0.587898,4.50192,22.0121,12.6324,-1.11741,2.55487,65.8087,12.0587,76.6125,13.2861
10,0,5,2,3,-0.319387,0.406385,15.9908,1.13234,-1.06746,0.229117,64.0165,0.859642,73.9834,2.3691
10,0,5,2,4,1.68971,1.47697,26.2532,3.46699,1.10797,1.3063,66.9933,2.91145,74.887,2.08496
10,0,5,2,5,4.31654,12.7586,34.9693,23.1689,3.24114,5.99075,40.4663,21.1597,330.415,6.54489
10,0,5,2,35,-1.01856,1.88447,25.5703,3.37034,0.787942,1.89242,33.4424,2.34735,329.04,0.449785
10,0,5,2,36,2.12629,2.47326,56.8521,0.631418,1.28141,2.01041,66.0134,2.22616,76.6197,1.60794
10,0,5,2,37,-1.49804,0.370128,14.8636,5.19788,-1.26261,0.605319,65.1859,4.46119,74.1863,1.18975
10,0,5,2,38,2.55578,4.47244,22.1037,7.55962,4.06003,5.60183,67.5189,4.92095,76.6477,5.42539
